frame_nbr ,player_ID ,player_pos_X        ,player_pos_Y        ,player_team ,assigned_id
      9.0 ,      4.0 , 860.159365268264   , 632.6274417309343  ,Man City    ,-1.0
      9.0 ,      5.0 , 420.795045211041   , 612.2430816735734  ,Man City    ,-1.0
      9.0 ,      6.0 , 873.2349435978124  , 924.856194106486   ,Man City    ,-1.0
      9.0 ,      7.0 ,1237.1969061586396  , 661.9071903504195  ,Man City    ,-1.0
      9.0 ,      8.0 , 952.864320813781   , 554.4570525326387  ,Chelsea     ,-1.0
      9.0 ,     10.0 , 833.5798982221163  , 950.8105936053616  ,Chelsea     ,-1.0
      9.0 ,     11.0 ,1095.4627369705647  , 668.0582076003698  ,Chelsea     ,-1.0
      9.0 ,     12.0 , 846.056160237148   , 698.8237239627888  ,Man City    ,-1.0
      9.0 ,     13.0 , 977.5410225689603  , 858.7472052206218  ,Chelsea     ,-1.0
      9.0 ,     14.0 , 833.7282186696876  , 835.366412753075   ,Man City    ,-1.0
      9.0 ,     16.0 , 927.1945895896254  , 713.1885693002191  ,Man City    ,-1.0
      9.0 ,     17.0 ,1156.8824199289265  , 793.9089851957939  ,Man City    ,-1.0
      9.0 ,     19.0 ,1168.1337657066683  , 778.7633080703448  ,Chelsea     ,-1.0
      9.0 ,     20.0 ,1223.1382074088776  , 859.5304529451984  ,Man City    ,-1.0
      9.0 ,      9.0 ,1104.5188246654702  , 642.367997032921   ,Chelsea     ,-1.0
     10.0 ,      1.0 ,1512.0550355246364  , 656.5937662502719  ,Chelsea     ,-1.0
     10.0 ,      2.0 ,1313.2424993983675  , 659.9340456991584  ,Chelsea     ,-1.0
     10.0 ,      3.0 , 989.5425051556172  , 988.4229932715674  ,Chelsea     ,-1.0
     10.0 ,      4.0 , 864.1082964308488  , 631.8958455291049  ,Man City    ,-1.0
     10.0 ,      5.0 , 420.795045211041   , 612.2430816735734  ,Man City    ,-1.0
     10.0 ,      6.0 , 868.9758663868821  , 925.4800120534838  ,Man City    ,-1.0
     10.0 ,      7.0 ,1236.9774860006698  , 660.8272412857334  ,Man City    ,-1.0
     10.0 ,      8.0 , 953.9394667095762  , 553.9999011162585  ,Chelsea     ,-1.0
     10.0 ,     10.0 , 833.3635562124687  , 949.7822597952186  ,Chelsea     ,-1.0
     10.0 ,     11.0 ,1096.2408700831945  , 667.1437765223529  ,Chelsea     ,-1.0
     10.0 ,     12.0 , 846.056160237148   , 698.8237239627888  ,Man City    ,-1.0
     10.0 ,     13.0 , 977.5410225689603  , 858.7472052206218  ,Chelsea     ,-1.0
     10.0 ,     14.0 , 832.1782947523769  , 835.1481144002406  ,Man City    ,-1.0
     10.0 ,     16.0 , 925.8532302658546  , 712.8731550519286  ,Man City    ,-1.0
     10.0 ,     17.0 ,1158.697825718886   , 793.918405963805   ,Man City    ,-1.0
     10.0 ,     19.0 ,1168.0538913418338  , 778.372951164422   ,Chelsea     ,-1.0
     10.0 ,     20.0 ,1222.4356740532771  , 860.1398764839302  ,Man City    ,-1.0
     10.0 ,      9.0 ,1103.506588577442   , 642.0394309330696  ,Chelsea     ,-1.0
     11.0 ,      1.0 ,1512.5570612918862  , 657.0674627222902  ,Chelsea     ,-1.0
     11.0 ,      2.0 ,1313.6694062319343  , 658.8588749972402  ,Chelsea     ,-1.0
     11.0 ,      3.0 , 992.0811778158994  , 988.5381048671923  ,Chelsea     ,-1.0
     11.0 ,      4.0 , 864.0068111889466  , 631.4099616945296  ,Man City    ,-1.0
     11.0 ,      5.0 , 420.795045211041   , 612.2430816735734  ,Man City    ,-1.0
     11.0 ,      6.0 , 870.1536025360238  , 924.1045101419401  ,Man City    ,-1.0
     11.0 ,      7.0 ,1237.4906817726312  , 659.6673254795472  ,Man City    ,-1.0
     11.0 ,      8.0 , 951.4129562532165  , 553.1089716479275  ,Chelsea     ,-1.0
     11.0 ,     10.0 , 833.255382607376   , 949.2680805303451  ,Chelsea     ,-1.0
     11.0 ,     11.0 ,1096.073078818489   , 666.3267965187247  ,Chelsea     ,-1.0
     11.0 ,     12.0 , 846.056160237148   , 698.8237239627888  ,Man City    ,-1.0
     11.0 ,     13.0 , 977.6366171334988  , 859.2071495307108  ,Chelsea     ,-1.0
     11.0 ,     14.0 , 832.1782947523769  , 835.1481144002406  ,Man City    ,-1.0
     11.0 ,     16.0 , 925.6578209842484  , 711.9344600745815  ,Man City    ,-1.0
     11.0 ,     17.0 ,1156.0940712077866  , 794.497326410105   ,Man City    ,-1.0
     11.0 ,     19.0 ,1167.97401600779    , 777.9825895218409  ,Chelsea     ,-1.0
     11.0 ,     20.0 ,1221.8089857204884  , 861.1270062885429  ,Man City    ,-1.0
     11.0 ,      9.0 ,1104.2700115250138  , 641.1552953517881  ,Chelsea     ,-1.0
     12.0 ,      1.0 ,1512.5570612918862  , 657.0674627222902  ,Chelsea     ,-1.0
     12.0 ,      2.0 ,1314.2977937190296  , 658.7853782474349  ,Chelsea     ,-1.0
     12.0 ,      3.0 , 992.0811778158994  , 988.5381048671923  ,Chelsea     ,-1.0
     12.0 ,      4.0 , 863.90532441774    , 630.9240705380571  ,Man City    ,-1.0
     12.0 ,      5.0 , 420.795045211041   , 612.2430816735734  ,Man City    ,-1.0
     12.0 ,      6.0 , 870.1536025360238  , 924.1045101419401  ,Man City    ,-1.0
     12.0 ,      7.0 ,1236.6849143525028  , 659.3872529058376  ,Man City    ,-1.0
     12.0 ,      8.0 , 951.3193729302646  , 552.6574459789153  ,Chelsea     ,-1.0
     12.0 ,     10.0 , 834.609134555358   , 948.344858963089   ,Chelsea     ,-1.0
     12.0 ,     11.0 ,1095.1268638274569  , 666.4229519166379  ,Chelsea     ,-1.0
     12.0 ,     12.0 , 844.5578595615613  , 698.4760640349626  ,Man City    ,-1.0
     12.0 ,     13.0 , 977.6366171334988  , 859.2071495307108  ,Chelsea     ,-1.0
     12.0 ,     14.0 , 833.6216053712308  , 834.8587327754315  ,Man City    ,-1.0
     12.0 ,     16.0 , 924.3137496303452  , 711.6175729502411  ,Man City    ,-1.0
     12.0 ,     17.0 ,1156.0940712077866  , 794.497326410105   ,Man City    ,-1.0
     12.0 ,     19.0 ,1167.97401600779    , 777.9825895218409  ,Chelsea     ,-1.0
     12.0 ,     20.0 ,1221.1044307053373  , 861.7385121275653  ,Man City    ,-1.0
     12.0 ,      9.0 ,1104.2700115250138  , 641.1552953517881  ,Chelsea     ,-1.0
     13.0 ,      1.0 ,1513.16410812401    , 658.0713954394898  ,Chelsea     ,-1.0
     13.0 ,      2.0 ,1314.095764305672   , 657.7850863544606  ,Chelsea     ,-1.0
     13.0 ,      3.0 , 993.3469965683512  , 988.5955011667021  ,Chelsea     ,-1.0
     13.0 ,      4.0 , 865.1492307655415  , 630.3584385717345  ,Man City    ,-1.0
     13.0 ,      5.0 , 420.795045211041   , 612.2430816735734  ,Man City    ,-1.0
     13.0 ,      6.0 , 867.2701523645468  , 924.3522428763273  ,Man City    ,-1.0
     13.0 ,      7.0 ,1239.463557287406   , 658.3512484169671  ,Man City    ,-1.0
     13.0 ,      8.0 , 951.1322023576093  , 551.7543756948965  ,Chelsea     ,-1.0
     13.0 ,     10.0 , 831.4656953658812  , 948.1343192279653  ,Chelsea     ,-1.0
     13.0 ,     11.0 ,1096.9339451310982  , 665.8226269169944  ,Chelsea     ,-1.0
     13.0 ,     12.0 , 844.5578595615613  , 698.4760640349626  ,Man City    ,-1.0
     13.0 ,     13.0 , 977.6366171334988  , 859.2071495307108  ,Chelsea     ,-1.0
     13.0 ,     14.0 , 832.1782947523769  , 835.1481144002406  ,Man City    ,-1.0
